frame, quadrant, color, entry/exit 
1720, 2, None, entry
1720, 3, Orange, entry
1720, 4, Green, entry
1721, 1, White, entry
1721, 2, None, entry
1721, 3, Orange, entry
1721, 4, Green, entry
1722, 1, White, entry
1722, 2, None, entry
1722, 3, Orange, entry
1722, 4, Green, entry
1723, 1, White, entry
1723, 2, None, entry
1723, 3, Orange, entry
1723, 4, Green, entry
1724, 1, White, entry
1724, 2, None, entry
1724, 3, Orange, entry
1724, 4, Green, entry
1725, 1, Orange, exit
1725, 2, None, entry
1725, 3, Orange, entry
1725, 4, Green, entry
1726, 1, White, exit
1726, 2, None, entry
1726, 3, Orange, entry
1726, 4, Green, entry
1727, 1, Orange, exit
1727, 2, None, entry
1727, 3, Orange, entry
1727, 4, Green, entry
1728, 1, White, exit
1728, 2, None, entry
1728, 3, Orange, entry
1728, 4, Green, entry
1729, 1, White, entry
1729, 2, None, entry
1729, 3, Orange, entry
1729, 4, Green, entry
1730, 1, White, entry
1730, 2, None, entry
1730, 3, Orange, entry
1730, 4, Green, entry
1731, 1, White, entry
1731, 2, None, entry
1731, 3, Orange, entry
1731, 4, Green, entry
1732, 1, White, entry
1732, 2, None, entry
1732, 3, Orange, entry
1732, 4, Green, entry
1733, 1, White, entry
1733, 2, None, entry
1733, 3, Orange, entry
1733, 4, Green, entry
1734, 1, White, entry
1734, 2, None, entry
1734, 3, Orange, entry
1734, 4, Green, entry
1735, 1, White, entry
1735, 2, None, entry
1735, 3, Orange, entry
1735, 4, White, exit
1736, 1, White, entry
1736, 2, None, entry
1736, 3, Orange, entry
1736, 4, White, entry
1737, 1, Orange, exit
1737, 2, None, entry
1737, 3, Orange, entry
1737, 4, White, entry
1738, 1, Orange, entry
1738, 2, None, entry
1738, 3, Orange, entry
1738, 4, Green, exit
1739, 1, Orange, entry
1739, 2, None, entry
1739, 3, Orange, entry
1739, 4, Green, entry
1740, 1, White, exit
1740, 2, None, entry
1740, 3, Orange, entry
1740, 4, White, exit
1741, 1, Orange, exit
1741, 2, None, entry
1741, 3, Orange, entry
1741, 4, White, entry
1742, 1, Orange, entry
1742, 2, None, entry
1742, 3, Orange, entry
1742, 4, White, entry
1743, 1, Orange, entry
1743, 2, None, entry
1743, 3, Orange, entry
1743, 4, Green, exit
1744, 1, White, exit
1744, 2, None, entry
1744, 3, Orange, entry
1744, 4, Green, entry
1745, 1, White, entry
1745, 2, None, entry
1745, 3, Orange, entry
1745, 4, Green, entry
1746, 1, White, entry
1746, 2, None, entry
1746, 3, Orange, entry
1746, 4, Green, entry
1747, 1, Orange, exit
1747, 2, None, entry
1747, 3, Orange, entry
1747, 4, Green, entry
1748, 1, White, exit
1748, 2, None, entry
1748, 3, Orange, entry
1748, 4, Green, entry
1749, 1, Orange, exit
1749, 2, None, entry
1749, 3, Orange, entry
1749, 4, Green, entry
1750, 1, Orange, entry
1750, 2, None, entry
1750, 3, Orange, entry
1750, 4, Green, entry
1751, 1, White, exit
1751, 2, None, entry
1751, 3, Orange, entry
1751, 4, Green, entry
1752, 1, White, entry
1752, 2, None, entry
1752, 3, Orange, entry
1752, 4, Green, entry
1753, 1, White, entry
1753, 2, None, entry
1753, 3, Orange, entry
1753, 4, Green, entry
1754, 1, White, entry
1754, 2, None, entry
1754, 3, Orange, entry
1754, 4, Green, entry
1755, 1, White, entry
1755, 2, None, entry
1755, 3, Orange, entry
1755, 4, Green, entry
1756, 1, Orange, exit
1756, 2, None, entry
1756, 3, Orange, entry
1756, 4, Green, entry
1757, 1, Orange, entry
1757, 2, None, entry
1757, 3, Orange, entry
1757, 4, Green, entry
1758, 1, White, exit
1758, 2, None, entry
1758, 3, Orange, entry
1758, 4, Green, entry
1759, 1, White, entry
1759, 2, None, entry
1759, 3, Orange, entry
1759, 4, Green, entry
1760, 1, Orange, exit
1760, 2, None, entry
1760, 3, Orange, entry
1760, 4, Green, entry
1761, 1, Orange, entry
1761, 2, None, entry
1761, 3, Orange, entry
1761, 4, Green, entry
1762, 1, White, exit
1762, 2, None, entry
1762, 3, Orange, entry
1762, 4, Green, entry
1763, 1, White, entry
1763, 2, None, entry
1763, 3, Orange, entry
1763, 4, Green, entry
1764, 1, White, entry
1764, 2, None, entry
1764, 3, Orange, entry
1764, 4, Green, entry
1765, 1, Orange, exit
1765, 2, None, entry
1765, 3, Orange, entry
1765, 4, Green, entry
1766, 1, Orange, entry
1766, 2, None, entry
1766, 3, Orange, entry
1766, 4, Green, entry
1767, 1, White, exit
1767, 2, None, entry
1767, 3, Orange, entry
1767, 4, Green, entry
1768, 1, White, entry
1768, 2, None, entry
1768, 3, Orange, entry
1768, 4, Green, entry
1769, 1, White, entry
1769, 2, None, entry
1769, 3, Orange, entry
1769, 4, Green, entry
1770, 1, White, entry
1770, 2, None, entry
1770, 3, Orange, entry
1770, 4, Green, entry
1771, 1, White, entry
1771, 2, None, entry
1771, 3, Orange, entry
1771, 4, Green, entry
1772, 1, Orange, exit
1772, 2, None, entry
1772, 3, Orange, entry
1772, 4, Green, entry
1773, 1, White, exit
1773, 2, None, entry
1773, 3, Orange, entry
1773, 4, Green, entry
1774, 1, White, entry
1774, 2, None, entry
1774, 3, Orange, entry
1774, 4, Green, entry
1775, 1, White, entry
1775, 2, None, entry
1775, 3, Orange, entry
1775, 4, Green, entry
1776, 1, Orange, exit
1776, 2, None, entry
1776, 3, Orange, entry
1776, 4, Green, entry
1777, 1, White, exit
1777, 2, None, entry
1777, 3, Orange, entry
1777, 4, Green, entry
1778, 1, Orange, exit
1778, 2, None, entry
1778, 3, Orange, entry
1778, 4, Green, entry
1779, 1, Orange, entry
1779, 2, White, exit
1779, 3, Orange, entry
1779, 4, Green, entry
1780, 1, Orange, entry
1780, 2, White, entry
1780, 3, Orange, entry
1780, 4, Green, entry
1781, 1, Orange, entry
1781, 2, White, entry
1781, 3, Orange, entry
1781, 4, Green, entry
1782, 1, Orange, entry
1782, 2, Orange, exit
1782, 3, Orange, entry
1782, 4, Green, entry
1783, 1, Orange, entry
1783, 2, Orange, entry
1783, 3, Orange, entry
1783, 4, Green, entry
1784, 1, Orange, entry
1784, 2, Orange, entry
1784, 3, Orange, entry
1784, 4, Green, entry
1785, 1, Orange, entry
1785, 2, Orange, entry
1785, 3, Orange, entry
1785, 4, Green, entry
1786, 1, Orange, entry
1786, 2, Orange, entry
1786, 3, Orange, entry
1786, 4, Green, entry
1787, 1, Orange, entry
1787, 2, Orange, entry
1787, 3, Orange, entry
1787, 4, Green, entry
1788, 1, Orange, entry
1788, 2, Orange, entry
1788, 3, Orange, entry
1788, 4, Green, entry
1789, 1, Orange, entry
1789, 2, Orange, entry
1789, 3, Orange, entry
1789, 4, Green, entry
1790, 1, Orange, entry
1790, 2, Orange, entry
1790, 3, Orange, entry
1790, 4, Green, entry
1791, 1, Orange, entry
1791, 2, White, exit
1791, 3, Orange, entry
1791, 4, Green, entry
1792, 1, Orange, entry
1792, 2, White, entry
1792, 3, Orange, entry
1792, 4, Green, entry
1793, 1, Orange, entry
1793, 2, White, entry
1793, 3, Orange, entry
1793, 4, Green, entry
1794, 1, Orange, entry
1794, 2, White, entry
1794, 3, Orange, entry
1794, 4, Green, entry
1795, 1, Orange, entry
1795, 2, White, entry
1795, 3, Orange, entry
1795, 4, Green, entry
1796, 1, Orange, entry
1796, 2, White, entry
1796, 3, Orange, entry
1796, 4, Green, entry
1797, 1, Orange, entry
1797, 2, White, entry
1797, 3, Orange, entry
1797, 4, Green, entry
1798, 1, Orange, entry
1798, 2, White, entry
1798, 3, Orange, entry
1798, 4, Green, entry
1799, 1, White, exit
1799, 2, White, entry
1799, 3, Orange, entry
1799, 4, Green, entry
1800, 1, White, entry
1800, 2, White, entry
1800, 3, Orange, entry
1800, 4, Green, entry
1801, 1, White, entry
1801, 2, White, entry
1801, 3, Orange, entry
1801, 4, Green, entry
1802, 1, White, entry
1802, 2, White, entry
1802, 3, Orange, entry
1802, 4, Green, entry
1803, 1, Orange, exit
1803, 2, White, entry
1803, 3, Orange, entry
1803, 4, Green, entry
1804, 1, White, exit
1804, 2, White, entry
1804, 3, Orange, entry
1804, 4, Green, entry
1805, 1, White, entry
1805, 2, White, entry
1805, 3, Orange, entry
1805, 4, Green, entry
1806, 1, White, entry
1806, 2, White, entry
1806, 3, Orange, entry
1806, 4, Green, entry
1807, 1, White, entry
1807, 2, White, entry
1807, 3, Orange, entry
1807, 4, Green, entry
1808, 1, White, entry
1808, 2, White, entry
1808, 3, Orange, entry
1808, 4, Green, entry
1809, 1, White, entry
1809, 2, White, entry
1809, 3, Orange, entry
1809, 4, Green, entry
1810, 1, White, entry
1810, 2, White, entry
1810, 3, Orange, entry
1810, 4, Green, entry
1811, 1, White, entry
1811, 2, White, entry
1811, 3, Orange, entry
1811, 4, Green, entry
1812, 1, White, entry
1812, 2, White, entry
1812, 3, Orange, entry
1812, 4, Green, entry
1813, 1, Orange, exit
1813, 2, White, entry
1813, 3, Orange, entry
1813, 4, Green, entry
1814, 1, Orange, entry
1814, 2, White, entry
1814, 3, Orange, entry
1814, 4, Green, entry
1815, 1, Orange, entry
1815, 2, White, entry
1815, 3, Orange, entry
1815, 4, Green, entry
1816, 1, Orange, entry
1816, 2, White, entry
1816, 3, Orange, entry
1816, 4, Green, entry
1817, 1, Orange, entry
1817, 2, White, entry
1817, 3, Orange, entry
1817, 4, Green, entry
1818, 1, Orange, entry
1818, 2, White, entry
1818, 3, Orange, entry
1818, 4, Green, entry
1819, 1, Orange, entry
1819, 2, White, entry
1819, 3, Orange, entry
1819, 4, Green, entry
1820, 1, Orange, entry
1820, 2, White, entry
1820, 3, Orange, entry
1820, 4, Green, entry
1821, 1, Orange, entry
1821, 2, White, entry
1821, 3, Orange, entry
1821, 4, Green, entry
1822, 1, White, exit
1822, 2, White, entry
1822, 3, Orange, entry
1822, 4, Green, entry
1823, 1, White, entry
1823, 2, White, entry
1823, 3, Orange, entry
1823, 4, Green, entry
1824, 1, Orange, exit
1824, 2, White, entry
1824, 3, Orange, entry
1824, 4, Green, entry
1825, 1, White, exit
1825, 2, White, entry
1825, 3, Orange, entry
1825, 4, Green, entry
1826, 1, White, entry
1826, 2, White, entry
1826, 3, Orange, entry
1826, 4, Green, entry
1827, 1, Orange, exit
1827, 2, White, entry
1827, 3, Orange, entry
1827, 4, Green, entry
1828, 1, Orange, entry
1828, 2, White, entry
1828, 3, Orange, entry
1828, 4, Green, entry
1829, 1, Orange, entry
1829, 2, White, entry
1829, 3, Orange, entry
1829, 4, Green, entry
1830, 1, Orange, entry
1830, 2, White, entry
1830, 3, Orange, entry
1830, 4, Green, entry
1831, 1, Orange, entry
1831, 2, White, entry
1831, 3, Orange, entry
1831, 4, Green, entry
1832, 1, Orange, entry
1832, 2, White, entry
1832, 3, Orange, entry
1832, 4, Green, entry
1833, 1, Orange, entry
1833, 2, White, entry
1833, 3, Orange, entry
1833, 4, Green, entry
1834, 1, Orange, entry
1834, 2, White, entry
1834, 3, Orange, entry
1834, 4, Green, entry
1835, 1, Orange, entry
1835, 2, White, entry
1835, 3, Orange, entry
1835, 4, Green, entry
1836, 1, Orange, entry
1836, 2, White, entry
1836, 3, Orange, entry
1836, 4, Green, entry
1837, 1, Orange, entry
1837, 2, White, entry
1837, 3, Orange, entry
1837, 4, Green, entry
1838, 1, Orange, entry
1838, 2, White, entry
1838, 3, Orange, entry
1838, 4, Green, entry
1839, 1, White, exit
1839, 2, White, entry
1839, 3, Orange, entry
1839, 4, Green, entry
1840, 1, Orange, exit
1840, 2, White, entry
1840, 3, Orange, entry
1840, 4, Green, entry
1841, 1, Orange, entry
1841, 2, White, entry
1841, 3, Orange, entry
1841, 4, Green, entry
1842, 1, Orange, entry
1842, 2, White, entry
1842, 3, Orange, entry
1842, 4, Green, entry
1843, 1, White, exit
1843, 2, White, entry
1843, 3, Orange, entry
1843, 4, Green, entry
1844, 1, Orange, exit
1844, 2, White, entry
1844, 3, Orange, entry
1844, 4, Green, entry
1845, 1, Orange, entry
1845, 2, White, entry
1845, 3, Orange, entry
1845, 4, Green, entry
1846, 1, Orange, entry
1846, 2, White, entry
1846, 3, Orange, entry
1846, 4, Green, entry
1847, 1, Orange, entry
1847, 2, White, entry
1847, 3, Orange, entry
1847, 4, Green, entry
1848, 1, White, exit
1848, 2, White, entry
1848, 3, Orange, entry
1848, 4, Green, entry
1849, 1, Orange, exit
1849, 2, White, entry
1849, 3, Orange, entry
1849, 4, Green, entry
1850, 1, Orange, entry
1850, 2, White, entry
1850, 3, Orange, entry
1850, 4, Green, entry
1851, 1, Orange, entry
1851, 2, White, entry
1851, 3, Orange, entry
1851, 4, Green, entry
1852, 1, Orange, entry
1852, 2, White, entry
1852, 3, Orange, entry
1852, 4, Green, entry
1853, 1, Orange, entry
1853, 2, White, entry
1853, 3, Orange, entry
1853, 4, Green, entry
1854, 1, Orange, entry
1854, 2, White, entry
1854, 3, Orange, entry
1854, 4, Green, entry
1855, 1, White, exit
1855, 2, White, entry
1855, 3, Orange, entry
1855, 4, Green, entry
1856, 1, White, entry
1856, 2, White, entry
1856, 3, Orange, entry
1856, 4, Green, entry
1857, 1, White, entry
1857, 2, White, entry
1857, 3, Orange, entry
1857, 4, Green, entry
1858, 1, White, entry
1858, 2, White, entry
1858, 3, Orange, entry
1858, 4, Green, entry
1859, 1, White, entry
1859, 2, White, entry
1859, 3, Orange, entry
1859, 4, Green, entry
1860, 1, White, entry
1860, 2, White, entry
1860, 3, Orange, entry
1860, 4, Green, entry
1861, 1, White, entry
1861, 2, White, entry
1861, 3, Orange, entry
1861, 4, Green, entry
1862, 1, White, entry
1862, 2, White, entry
1862, 3, Orange, entry
1862, 4, Green, entry
1863, 1, White, entry
1863, 2, White, entry
1863, 3, Orange, entry
1863, 4, Green, entry
1864, 1, Orange, exit
1864, 2, White, entry
1864, 3, Orange, entry
1864, 4, Green, entry
1865, 1, Orange, entry
1865, 2, White, entry
1865, 3, Orange, entry
1865, 4, Green, entry
1866, 1, Orange, entry
1866, 2, White, entry
1866, 3, Orange, entry
1866, 4, Green, entry
1867, 1, Orange, entry
1867, 2, White, entry
1867, 3, Orange, entry
1867, 4, Green, entry
1868, 1, Orange, entry
1868, 2, White, entry
1868, 3, Orange, entry
1868, 4, Green, entry
1869, 1, Orange, entry
1869, 2, White, entry
1869, 3, Orange, entry
1869, 4, Green, entry
1870, 1, Orange, entry
1870, 2, White, entry
1870, 3, Orange, entry
1870, 4, Green, entry
1871, 1, Orange, entry
1871, 2, White, entry
1871, 3, Orange, entry
1871, 4, Green, entry
1872, 1, Orange, entry
1872, 2, White, entry
1872, 3, Orange, entry
1872, 4, Green, entry
1873, 1, Orange, entry
1873, 2, White, entry
1873, 3, Orange, entry
1873, 4, Green, entry
1874, 1, Orange, entry
1874, 2, White, entry
1874, 3, Orange, entry
1874, 4, Green, entry
1875, 1, Orange, entry
1875, 2, White, entry
1875, 3, Orange, entry
1875, 4, Green, entry
1876, 1, Orange, entry
1876, 2, White, entry
1876, 3, Orange, entry
1876, 4, Green, entry
1877, 1, Orange, entry
1877, 2, White, entry
1877, 3, Orange, entry
1877, 4, Green, entry
1878, 1, Orange, entry
1878, 2, White, entry
1878, 3, Orange, entry
1878, 4, Green, entry
1879, 1, Orange, entry
1879, 2, White, entry
1879, 3, Orange, entry
1879, 4, Green, entry
1880, 1, White, exit
1880, 2, White, entry
1880, 3, Orange, entry
1880, 4, Green, entry
1881, 1, White, entry
1881, 2, White, entry
1881, 3, Orange, entry
1881, 4, Green, entry
1882, 1, Orange, exit
1882, 2, White, entry
1882, 3, Orange, entry
1882, 4, Green, entry
1883, 1, Orange, entry
1883, 2, White, entry
1883, 3, Orange, entry
1883, 4, Green, entry
1884, 1, Orange, entry
1884, 2, White, entry
1884, 3, Orange, entry
1884, 4, Green, entry
1885, 1, Orange, entry
1885, 2, White, entry
1885, 3, Orange, entry
1885, 4, Green, entry
1886, 1, Orange, entry
1886, 2, White, entry
1886, 3, Orange, entry
1886, 4, Green, entry
1887, 1, Orange, entry
1887, 2, White, entry
1887, 3, Orange, entry
1887, 4, Green, entry
1888, 1, Orange, entry
1888, 2, White, entry
1888, 3, Orange, entry
1888, 4, Green, entry
1889, 1, Orange, entry
1889, 2, White, entry
1889, 3, Orange, entry
1889, 4, Green, entry
1890, 1, Orange, entry
1890, 2, White, entry
1890, 3, Orange, entry
1890, 4, Green, entry
1891, 1, Orange, entry
1891, 2, White, entry
1891, 3, Orange, entry
1891, 4, Green, entry
1892, 1, Orange, entry
1892, 2, White, entry
1892, 3, Orange, entry
1892, 4, Green, entry
1893, 1, White, exit
1893, 2, White, entry
1893, 3, Orange, entry
1893, 4, Green, entry
1894, 1, White, entry
1894, 2, White, entry
1894, 3, Orange, entry
1894, 4, Green, entry
1895, 1, White, entry
1895, 2, White, entry
1895, 3, Orange, entry
1895, 4, Green, entry
1896, 1, White, entry
1896, 2, White, entry
1896, 3, Orange, entry
1896, 4, Green, entry
1897, 1, White, entry
1897, 2, White, entry
1897, 3, Orange, entry
1897, 4, Green, entry
1898, 1, Orange, exit
1898, 2, White, entry
1898, 3, Orange, entry
1898, 4, Green, entry
1899, 1, White, exit
1899, 2, White, entry
1899, 3, Orange, entry
1899, 4, Green, entry
1900, 1, Orange, exit
1900, 2, White, entry
1900, 3, Orange, entry
1900, 4, Green, entry
1901, 1, Orange, entry
1901, 2, White, entry
1901, 3, Orange, entry
1901, 4, Green, entry
1902, 1, Orange, entry
1902, 2, White, entry
1902, 3, Orange, entry
1902, 4, Green, entry
1903, 1, Orange, entry
1903, 2, White, entry
1903, 3, Orange, entry
1903, 4, Green, entry
1904, 1, Orange, entry
1904, 2, White, entry
1904, 3, Orange, entry
1904, 4, Green, entry
1905, 1, White, exit
1905, 2, White, entry
1905, 3, Orange, entry
1905, 4, Green, entry
1906, 1, Orange, exit
1906, 2, White, entry
1906, 3, Orange, entry
1906, 4, Green, entry
1907, 1, Orange, entry
1907, 2, White, entry
1907, 3, Orange, entry
1907, 4, Green, entry
1908, 1, Orange, entry
1908, 2, White, entry
1908, 3, Orange, entry
1908, 4, Green, entry
1909, 1, Orange, entry
1909, 2, White, entry
1909, 3, Orange, entry
1909, 4, Green, entry
1910, 1, Orange, entry
1910, 2, White, entry
1910, 3, Orange, entry
1910, 4, Green, entry
1911, 1, Orange, entry
1911, 2, White, entry
1911, 3, Orange, entry
1911, 4, Green, entry
1912, 1, White, exit
1912, 2, White, entry
1912, 3, Orange, entry
1912, 4, Green, entry
1913, 1, White, entry
1913, 2, White, entry
1913, 3, Orange, entry
1913, 4, Green, entry
1914, 1, Orange, exit
1914, 2, White, entry
1914, 3, Orange, entry
1914, 4, Green, entry
1915, 1, Orange, entry
1915, 2, White, entry
1915, 3, Orange, entry
1915, 4, Green, entry
1916, 1, Orange, entry
1916, 2, White, entry
1916, 3, Orange, entry
1916, 4, Green, entry
1917, 1, Orange, entry
1917, 2, White, entry
1917, 3, Orange, entry
1917, 4, Green, entry
1918, 1, Orange, entry
1918, 2, White, entry
1918, 3, Orange, entry
1918, 4, Green, entry
1919, 1, Orange, entry
1919, 2, White, entry
1919, 3, Orange, entry
1919, 4, Green, entry
1920, 1, Orange, entry
1920, 2, White, entry
1920, 3, Orange, entry
1920, 4, Green, entry
1921, 1, Orange, entry
1921, 2, White, entry
1921, 3, Orange, entry
1921, 4, Green, entry
1922, 1, Orange, entry
1922, 2, White, entry
1922, 3, Orange, entry
1922, 4, Green, entry
1923, 1, Orange, entry
1923, 2, White, entry
1923, 3, Orange, entry
1923, 4, Green, entry
1924, 1, Orange, entry
1924, 2, White, entry
1924, 3, Orange, entry
1924, 4, Green, entry
1925, 1, Orange, entry
1925, 2, White, entry
1925, 3, Orange, entry
1925, 4, Green, entry
1926, 1, White, exit
1926, 2, White, entry
1926, 3, Orange, entry
1926, 4, Green, entry
1927, 1, White, entry
1927, 2, White, entry
1927, 3, Orange, entry
1927, 4, Green, entry
1928, 1, White, entry
1928, 2, White, entry
1928, 3, Orange, entry
1928, 4, Green, entry
1929, 1, White, entry
1929, 2, White, entry
1929, 3, Orange, entry
1929, 4, Green, entry
1930, 1, White, entry
1930, 2, White, entry
1930, 3, Orange, entry
1930, 4, Green, entry
1931, 1, White, entry
1931, 2, White, entry
1931, 3, Orange, entry
1931, 4, Green, entry
1932, 1, White, entry
1932, 2, White, entry
1932, 3, Orange, entry
1932, 4, Green, entry
1933, 1, White, entry
1933, 2, White, entry
1933, 3, Orange, entry
1933, 4, Yellow, exit
1934, 1, White, entry
1934, 2, White, entry
1934, 3, Orange, entry
1934, 4, Yellow, entry
1935, 1, White, entry
1935, 2, White, entry
1935, 3, Orange, entry
1935, 4, Yellow, entry
1936, 1, White, entry
1936, 2, White, entry
1936, 3, Orange, entry
1936, 4, Yellow, entry
1937, 1, White, entry
1937, 2, White, entry
1937, 3, Orange, entry
1937, 4, Yellow, entry
1938, 1, White, entry
1938, 2, White, entry
1938, 3, Orange, entry
1938, 4, Yellow, entry
1939, 1, White, entry
1939, 2, White, entry
1939, 3, Orange, entry
1939, 4, Yellow, entry
1940, 1, Orange, exit
1940, 2, White, entry
1940, 3, Orange, entry
1940, 4, Yellow, entry
1941, 1, Orange, entry
1941, 2, White, entry
1941, 3, Orange, entry
1941, 4, Yellow, entry
1942, 1, Orange, entry
1942, 2, White, entry
1942, 3, Orange, entry
1942, 4, White, exit
1943, 1, Orange, entry
1943, 2, White, entry
1943, 3, Orange, entry
1943, 4, White, entry
1944, 1, White, exit
1944, 2, White, entry
1944, 3, Orange, entry
1944, 4, White, entry
1945, 1, White, entry
1945, 2, White, entry
1945, 3, Orange, entry
1945, 4, White, entry
1946, 1, Orange, exit
1946, 2, White, entry
1946, 3, Orange, entry
1946, 4, White, entry
1947, 1, White, exit
1947, 2, White, entry
1947, 3, Orange, entry
1947, 4, White, entry
1948, 1, White, entry
1948, 2, White, entry
1948, 3, Orange, entry
1948, 4, White, entry
1949, 1, White, entry
1949, 2, White, entry
1949, 3, Orange, entry
1949, 4, White, entry
1950, 1, White, entry
1950, 2, White, entry
1950, 3, Orange, entry
1950, 4, White, entry
1951, 1, Orange, exit
1951, 2, White, entry
1951, 3, Orange, entry
1951, 4, None, exit
1952, 1, White, exit
1952, 2, White, entry
1952, 3, Orange, entry
1952, 4, None, entry
1953, 1, White, entry
1953, 2, White, entry
1953, 3, Orange, entry
1953, 4, None, entry
1954, 1, White, entry
1954, 2, White, entry
1954, 3, Orange, entry
1954, 4, None, entry
1955, 1, White, entry
1955, 2, White, entry
1955, 3, Orange, entry
1955, 4, None, entry
1956, 1, White, entry
1956, 2, White, entry
1956, 3, Orange, entry
1956, 4, None, entry
1957, 1, White, entry
1957, 2, White, entry
1957, 3, Orange, entry
1957, 4, None, entry
1958, 1, White, entry
1958, 2, White, entry
1958, 3, Orange, entry
1958, 4, None, entry
1959, 1, White, entry
1959, 2, White, entry
1959, 3, Orange, entry
1959, 4, None, entry
1960, 1, White, entry
1960, 2, White, entry
1960, 3, Orange, entry
1960, 4, None, entry
1961, 1, White, entry
1961, 2, White, entry
1961, 3, Orange, entry
1961, 4, None, entry
1962, 1, White, entry
1962, 2, White, entry
1962, 3, Orange, entry
1962, 4, None, entry
1963, 1, White, entry
1963, 2, White, entry
1963, 3, Orange, entry
1963, 4, None, entry
1964, 1, White, entry
1964, 2, White, entry
1964, 3, Orange, entry
1964, 4, None, entry
1965, 1, White, entry
1965, 2, White, entry
1965, 3, Orange, entry
1965, 4, None, entry
1966, 1, White, entry
1966, 2, White, entry
1966, 3, Orange, entry
1966, 4, None, entry
1967, 1, White, entry
1967, 2, White, entry
1967, 3, Orange, entry
1967, 4, None, entry
1968, 1, White, entry
1968, 2, White, entry
1968, 3, Orange, entry
1968, 4, None, entry
1969, 1, White, entry
1969, 2, Orange, exit
1969, 3, Orange, entry
1969, 4, None, entry
1970, 1, White, entry
1970, 2, Orange, entry
1970, 3, Orange, entry
1970, 4, None, entry
1971, 1, White, entry
1971, 2, Orange, entry
1971, 3, Orange, entry
1971, 4, None, entry
1972, 1, White, entry
1972, 2, Orange, entry
1972, 3, Orange, entry
1972, 4, None, entry
1973, 1, White, entry
1973, 2, Orange, entry
1973, 3, Orange, entry
1973, 4, None, entry
1974, 1, White, entry
1974, 2, Orange, entry
1974, 3, Orange, entry
1974, 4, None, entry
1975, 1, White, entry
1975, 2, Orange, entry
1975, 3, Orange, entry
1975, 4, None, entry
1976, 1, White, entry
1976, 2, White, exit
1976, 3, Orange, entry
1976, 4, None, entry
1977, 1, White, entry
1977, 2, None, exit
1977, 3, Orange, entry
1977, 4, None, entry
1978, 1, White, entry
1978, 2, None, entry
1978, 3, Orange, entry
1978, 4, None, entry
1979, 1, White, entry
1979, 2, None, entry
1979, 3, Orange, entry
1979, 4, None, entry
1980, 1, White, entry
1980, 2, None, entry
1980, 3, Orange, entry
1980, 4, None, entry
1981, 1, White, entry
1981, 2, None, entry
1981, 3, Orange, entry
1981, 4, None, entry
1982, 1, White, entry
1982, 2, None, entry
1982, 3, Orange, entry
1982, 4, None, entry
1983, 1, White, entry
1983, 2, None, entry
1983, 3, Orange, entry
1983, 4, None, entry
1984, 1, White, entry
1984, 2, None, entry
1984, 3, Orange, entry
1984, 4, None, entry
1985, 1, White, entry
1985, 2, None, entry
1985, 3, Orange, entry
1985, 4, None, entry
1986, 1, White, entry
1986, 2, None, entry
1986, 3, Orange, entry
1986, 4, None, entry
1987, 1, White, entry
1987, 2, None, entry
1987, 3, Orange, entry
1987, 4, None, entry
1988, 1, White, entry
1988, 2, None, entry
1988, 3, Orange, entry
1988, 4, None, entry
1989, 1, White, entry
1989, 2, None, entry
1989, 3, Orange, entry
1989, 4, None, entry
1990, 1, White, entry
1990, 2, None, entry
1990, 3, Orange, entry
1990, 4, None, entry
1991, 1, White, entry
1991, 2, None, entry
1991, 3, Orange, entry
1991, 4, None, entry
1992, 1, White, entry
1992, 2, None, entry
1992, 3, Orange, entry
1992, 4, None, entry
1993, 1, White, entry
1993, 2, None, entry
1993, 3, Orange, entry
1993, 4, None, entry
1994, 1, White, entry
1994, 2, None, entry
1994, 3, Orange, entry
1994, 4, None, entry
1995, 1, Orange, exit
1995, 2, None, entry
1995, 3, Orange, entry
1995, 4, None, entry
1996, 1, Orange, entry
1996, 2, White, exit
1996, 3, Orange, entry
1996, 4, None, entry
1997, 1, Orange, entry
1997, 2, White, entry
1997, 3, Orange, entry
1997, 4, White, exit
1998, 1, Orange, entry
1998, 2, White, entry
1998, 3, Orange, entry
1998, 4, None, exit
1999, 1, Orange, entry
1999, 2, White, entry
1999, 3, Orange, entry
1999, 4, None, entry
2000, 1, Orange, entry
2000, 2, White, entry
2000, 3, Orange, entry
2000, 4, None, entry
2001, 1, Orange, entry
2001, 2, White, entry
2001, 3, Orange, entry
2001, 4, None, entry
2002, 1, Orange, entry
2002, 2, White, entry
2002, 3, Orange, entry
2002, 4, None, entry
2003, 1, Orange, entry
2003, 2, White, entry
2003, 3, Orange, entry
2003, 4, None, entry
2004, 1, Orange, entry
2004, 2, White, entry
2004, 3, Orange, entry
2004, 4, None, entry
2005, 1, Orange, entry
2005, 2, White, entry
2005, 3, Orange, entry
2005, 4, None, entry
2006, 1, White, exit
2006, 2, White, entry
2006, 3, White, exit
2006, 4, None, entry
2007, 1, White, entry
2007, 2, White, entry
2007, 3, None, exit
2007, 4, None, entry
2008, 1, Orange, exit
2008, 2, White, entry
2008, 3, None, entry
2008, 4, None, entry
2009, 1, White, exit
2009, 2, None, exit
2009, 3, None, entry
2009, 4, None, entry
2010, 1, White, entry
2010, 2, None, entry
2010, 3, None, entry
2010, 4, None, entry
2011, 1, White, entry
2011, 2, None, entry
2011, 3, None, entry
2011, 4, None, entry
2012, 1, White, entry
