frame, quadrant, color, entry/exit 
759, 3, Orange, entry
759, 4, White, entry
760, 1, White, entry
760, 2, None, entry
760, 3, Orange, entry
760, 4, White, entry
761, 1, White, entry
761, 2, None, entry
761, 3, Orange, entry
761, 4, White, entry
762, 1, White, entry
762, 2, None, entry
762, 3, Orange, entry
762, 4, White, entry
763, 1, White, entry
763, 2, None, entry
763, 3, Orange, entry
763, 4, White, entry
764, 1, White, entry
764, 2, None, entry
764, 3, Orange, entry
764, 4, White, entry
765, 1, White, entry
765, 2, None, entry
765, 3, Orange, entry
765, 4, White, entry
766, 1, White, entry
766, 2, None, entry
766, 3, Orange, entry
766, 4, White, entry
767, 1, White, entry
767, 2, None, entry
767, 3, Orange, entry
767, 4, White, entry
768, 1, White, entry
768, 2, None, entry
768, 3, Orange, entry
768, 4, White, entry
769, 1, White, entry
769, 2, None, entry
769, 3, Orange, entry
769, 4, White, entry
770, 1, White, entry
770, 2, None, entry
770, 3, Orange, entry
770, 4, White, entry
771, 1, White, entry
771, 2, None, entry
771, 3, Orange, entry
771, 4, White, entry
772, 1, White, entry
772, 2, None, entry
772, 3, Orange, entry
772, 4, White, entry
773, 1, White, entry
773, 2, None, entry
773, 3, Orange, entry
773, 4, White, entry
774, 1, White, entry
774, 2, None, entry
774, 3, Orange, entry
774, 4, White, entry
775, 1, White, entry
775, 2, None, entry
775, 3, Orange, entry
775, 4, White, entry
776, 1, White, entry
776, 2, None, entry
776, 3, Orange, entry
776, 4, White, entry
777, 1, White, entry
777, 2, None, entry
777, 3, Orange, entry
777, 4, White, entry
778, 1, White, entry
778, 2, None, entry
778, 3, Orange, entry
778, 4, White, entry
779, 1, White, entry
779, 2, None, entry
779, 3, Orange, entry
779, 4, White, entry
780, 1, White, entry
780, 2, None, entry
780, 3, Orange, entry
780, 4, White, entry
781, 1, White, entry
781, 2, None, entry
781, 3, Orange, entry
781, 4, White, entry
782, 1, White, entry
782, 2, None, entry
782, 3, Orange, entry
782, 4, White, entry
783, 1, White, entry
783, 2, None, entry
783, 3, Orange, entry
783, 4, White, entry
784, 1, White, entry
784, 2, None, entry
784, 3, Orange, entry
784, 4, White, entry
785, 1, White, entry
785, 2, None, entry
785, 3, Orange, entry
785, 4, White, entry
786, 1, White, entry
786, 2, None, entry
786, 3, Orange, entry
786, 4, White, entry
787, 1, White, entry
787, 2, None, entry
787, 3, Orange, entry
787, 4, White, entry
788, 1, White, entry
788, 2, None, entry
788, 3, Orange, entry
788, 4, White, entry
789, 1, White, entry
789, 2, None, entry
789, 3, Orange, entry
789, 4, White, entry
790, 1, White, entry
790, 2, None, entry
790, 3, Orange, entry
790, 4, White, entry
791, 1, White, entry
791, 2, White, exit
791, 3, Orange, entry
791, 4, White, entry
792, 1, White, entry
792, 2, White, entry
792, 3, Orange, entry
792, 4, White, entry
793, 1, White, entry
793, 2, Orange, exit
793, 3, Orange, entry
793, 4, White, entry
794, 1, White, entry
794, 2, Orange, entry
794, 3, Orange, entry
794, 4, White, entry
795, 1, White, entry
795, 2, Orange, entry
795, 3, Orange, entry
795, 4, White, entry
796, 1, White, entry
796, 2, Orange, entry
796, 3, Orange, entry
796, 4, White, entry
797, 1, White, entry
797, 2, Orange, entry
797, 3, Orange, entry
797, 4, White, entry
798, 1, White, entry
798, 2, Orange, entry
798, 3, Orange, entry
798, 4, White, entry
799, 1, White, entry
799, 2, Orange, entry
799, 3, Orange, entry
799, 4, White, entry
800, 1, White, entry
800, 2, Orange, entry
800, 3, Orange, entry
800, 4, White, entry
801, 1, White, entry
801, 2, Orange, entry
801, 3, Orange, entry
801, 4, White, entry
802, 1, White, entry
802, 2, Orange, entry
802, 3, Orange, entry
802, 4, White, entry
803, 1, White, entry
803, 2, Orange, entry
803, 3, Orange, entry
803, 4, White, entry
804, 1, White, entry
804, 2, Orange, entry
804, 3, Orange, entry
804, 4, White, entry
805, 1, White, entry
805, 2, Orange, entry
805, 3, Orange, entry
805, 4, White, entry
806, 1, White, entry
806, 2, Orange, entry
806, 3, Orange, entry
806, 4, White, entry
807, 1, White, entry
807, 2, Orange, entry
807, 3, Orange, entry
807, 4, White, entry
808, 1, White, entry
808, 2, Orange, entry
808, 3, Orange, entry
808, 4, White, entry
809, 1, White, entry
809, 2, Orange, entry
809, 3, Orange, entry
809, 4, None, exit
810, 1, White, entry
810, 2, Orange, entry
810, 3, Orange, entry
810, 4, None, entry
811, 1, White, entry
811, 2, Orange, entry
811, 3, Orange, entry
811, 4, White, exit
812, 1, White, entry
812, 2, Orange, entry
812, 3, Orange, entry
812, 4, None, exit
813, 1, White, entry
813, 2, Orange, entry
813, 3, Orange, entry
813, 4, None, entry
814, 1, White, entry
814, 2, Orange, entry
814, 3, Orange, entry
814, 4, None, entry
815, 1, White, entry
815, 2, Orange, entry
815, 3, Orange, entry
815, 4, None, entry
816, 1, White, entry
816, 2, Orange, entry
816, 3, Orange, entry
816, 4, White, exit
817, 1, White, entry
817, 2, Orange, entry
817, 3, Orange, entry
817, 4, None, exit
818, 1, White, entry
818, 2, Orange, entry
818, 3, Orange, entry
818, 4, None, entry
819, 1, White, entry
819, 2, Orange, entry
819, 3, Orange, entry
819, 4, None, entry
820, 1, White, entry
820, 2, Orange, entry
820, 3, Orange, entry
820, 4, None, entry
821, 1, White, entry
821, 2, Orange, entry
821, 3, Orange, entry
821, 4, None, entry
822, 1, White, entry
822, 2, Orange, entry
822, 3, Orange, entry
822, 4, None, entry
823, 1, White, entry
823, 2, Orange, entry
823, 3, Orange, entry
823, 4, None, entry
824, 1, White, entry
824, 2, Orange, entry
824, 3, Orange, entry
824, 4, White, exit
825, 1, White, entry
825, 2, Orange, entry
825, 3, Orange, entry
825, 4, White, entry
826, 1, White, entry
826, 2, Orange, entry
826, 3, Orange, entry
826, 4, None, exit
827, 1, White, entry
827, 2, Orange, entry
827, 3, Orange, entry
827, 4, None, entry
828, 1, White, entry
828, 2, Orange, entry
828, 3, Orange, entry
828, 4, None, entry
829, 1, White, entry
829, 2, Orange, entry
829, 3, Orange, entry
829, 4, None, entry
830, 1, White, entry
830, 2, Orange, entry
830, 3, Orange, entry
830, 4, None, entry
831, 1, White, entry
831, 2, Orange, entry
831, 3, Orange, entry
831, 4, None, entry
832, 1, White, entry
832, 2, Orange, entry
832, 3, Orange, entry
832, 4, None, entry
833, 1, White, entry
833, 2, Orange, entry
833, 3, Orange, entry
833, 4, White, exit
834, 1, White, entry
834, 2, Orange, entry
834, 3, Orange, entry
834, 4, White, entry
835, 1, White, entry
835, 2, Orange, entry
835, 3, Orange, entry
835, 4, None, exit
836, 1, White, entry
836, 2, Orange, entry
836, 3, Orange, entry
836, 4, None, entry
837, 1, White, entry
837, 2, Orange, entry
837, 3, Orange, entry
837, 4, None, entry
838, 1, White, entry
838, 2, Orange, entry
838, 3, Orange, entry
838, 4, None, entry
839, 1, White, entry
839, 2, Orange, entry
839, 3, Orange, entry
839, 4, None, entry
840, 1, White, entry
840, 2, Orange, entry
840, 3, Orange, entry
840, 4, None, entry
841, 1, White, entry
841, 2, Orange, entry
841, 3, Orange, entry
841, 4, None, entry
842, 1, White, entry
842, 2, Orange, entry
842, 3, Orange, entry
842, 4, None, entry
843, 1, White, entry
843, 2, Orange, entry
843, 3, Orange, entry
843, 4, None, entry
844, 1, White, entry
844, 2, Orange, entry
844, 3, Orange, entry
844, 4, White, exit
845, 1, White, entry
845, 2, Orange, entry
845, 3, Orange, entry
845, 4, White, entry
846, 1, White, entry
846, 2, Orange, entry
846, 3, Orange, entry
846, 4, None, exit
847, 1, White, entry
847, 2, Orange, entry
847, 3, Orange, entry
847, 4, White, exit
848, 1, White, entry
848, 2, Orange, entry
848, 3, Orange, entry
848, 4, White, entry
849, 1, White, entry
849, 2, Orange, entry
849, 3, Orange, entry
849, 4, White, entry
850, 1, White, entry
850, 2, Orange, entry
850, 3, Orange, entry
850, 4, White, entry
851, 1, White, entry
851, 2, Orange, entry
851, 3, Orange, entry
851, 4, White, entry
852, 1, White, entry
852, 2, Orange, entry
852, 3, Orange, entry
852, 4, White, entry
853, 1, White, entry
853, 2, Orange, entry
853, 3, Orange, entry
853, 4, White, entry
854, 1, White, entry
854, 2, Orange, entry
854, 3, Orange, entry
854, 4, White, entry
855, 1, White, entry
855, 2, Orange, entry
855, 3, Orange, entry
855, 4, White, entry
856, 1, White, entry
856, 2, Orange, entry
856, 3, Orange, entry
856, 4, White, entry
857, 1, White, entry
857, 2, Orange, entry
857, 3, Orange, entry
857, 4, White, entry
858, 1, White, entry
858, 2, Orange, entry
858, 3, Orange, entry
858, 4, White, entry
859, 1, White, entry
859, 2, Orange, entry
859, 3, Orange, entry
859, 4, White, entry
860, 1, White, entry
860, 2, Orange, entry
860, 3, Orange, entry
860, 4, White, entry
861, 1, White, entry
861, 2, Orange, entry
861, 3, Orange, entry
861, 4, White, entry
862, 1, White, entry
862, 2, Orange, entry
862, 3, Orange, entry
862, 4, White, entry
863, 1, White, entry
863, 2, Orange, entry
863, 3, Orange, entry
863, 4, White, entry
864, 1, White, entry
864, 2, Orange, entry
864, 3, Orange, entry
864, 4, White, entry
865, 1, White, entry
865, 2, Orange, entry
865, 3, Orange, entry
865, 4, White, entry
866, 1, White, entry
866, 2, Orange, entry
866, 3, Orange, entry
866, 4, White, entry
867, 1, White, entry
867, 2, Orange, entry
867, 3, Orange, entry
867, 4, White, entry
868, 1, White, entry
868, 2, Orange, entry
868, 3, Orange, entry
868, 4, White, entry
869, 1, White, entry
869, 2, Orange, entry
869, 3, Orange, entry
869, 4, White, entry
870, 1, White, entry
870, 2, Orange, entry
870, 3, Orange, entry
870, 4, White, entry
871, 1, White, entry
871, 2, Orange, entry
871, 3, Orange, entry
871, 4, White, entry
872, 1, White, entry
872, 2, Orange, entry
872, 3, Orange, entry
872, 4, White, entry
873, 1, White, entry
873, 2, Orange, entry
873, 3, Orange, entry
873, 4, White, entry
874, 1, White, entry
874, 2, Orange, entry
874, 3, Orange, entry
874, 4, White, entry
875, 1, White, entry
875, 2, Orange, entry
875, 3, Orange, entry
875, 4, White, entry
876, 1, White, entry
876, 2, Orange, entry
876, 3, Orange, entry
876, 4, White, entry
877, 1, White, entry
877, 2, Orange, entry
877, 3, Orange, entry
877, 4, White, entry
878, 1, White, entry
878, 2, Orange, entry
878, 3, Orange, entry
878, 4, White, entry
879, 1, White, entry
879, 2, Orange, entry
879, 3, Orange, entry
879, 4, White, entry
880, 1, White, entry
880, 2, Orange, entry
880, 3, Orange, entry
880, 4, White, entry
881, 1, White, entry
881, 2, Orange, entry
881, 3, Orange, entry
881, 4, White, entry
882, 1, White, entry
882, 2, Orange, entry
882, 3, Orange, entry
882, 4, White, entry
883, 1, White, entry
883, 2, Orange, entry
883, 3, Orange, entry
883, 4, White, entry
884, 1, White, entry
884, 2, Orange, entry
884, 3, Orange, entry
884, 4, White, entry
885, 1, Orange, exit
885, 2, Orange, entry
885, 3, Orange, entry
885, 4, White, entry
886, 1, Orange, entry
886, 2, Orange, entry
886, 3, Orange, entry
886, 4, White, entry
887, 1, Orange, entry
887, 2, Orange, entry
887, 3, Orange, entry
887, 4, White, entry
888, 1, Orange, entry
888, 2, Orange, entry
888, 3, Orange, entry
888, 4, White, entry
889, 1, Orange, entry
889, 2, Orange, entry
889, 3, Orange, entry
889, 4, White, entry
890, 1, Orange, entry
890, 2, Orange, entry
890, 3, Orange, entry
890, 4, White, entry
891, 1, Orange, entry
891, 2, Orange, entry
891, 3, Orange, entry
891, 4, White, entry
892, 1, Orange, entry
892, 2, Orange, entry
892, 3, Orange, entry
892, 4, White, entry
893, 1, Orange, entry
893, 2, Orange, entry
893, 3, Orange, entry
893, 4, None, exit
894, 1, Orange, entry
894, 2, Orange, entry
894, 3, Orange, entry
894, 4, None, entry
895, 1, White, exit
895, 2, Orange, entry
895, 3, Orange, entry
895, 4, None, entry
896, 1, White, entry
896, 2, Orange, entry
896, 3, White, exit
896, 4, None, entry
897, 1, White, entry
897, 2, Orange, entry
897, 3, White, entry
897, 4, None, entry
898, 1, White, entry
898, 2, Orange, entry
898, 3, White, entry
898, 4, None, entry
899, 1, White, entry
899, 2, Orange, entry
899, 3, White, entry
899, 4, White, exit
900, 1, White, entry
900, 2, Orange, entry
900, 3, White, entry
900, 4, White, entry
901, 1, White, entry
901, 2, Orange, entry
901, 3, None, exit
901, 4, None, exit
902, 1, Orange, exit
902, 2, Orange, entry
902, 3, None, entry
902, 4, None, entry
903, 1, White, exit
903, 2, Orange, entry
903, 3, None, entry
903, 4, None, entry
904, 1, White, entry
904, 2, Orange, entry
904, 3, None, entry
904, 4, None, entry
905, 1, White, entry
905, 2, Orange, entry
905, 3, None, entry
905, 4, None, entry
906, 1, White, entry
906, 2, Orange, entry
906, 3, None, entry
906, 4, White, exit
907, 1, White, entry
907, 2, Orange, entry
907, 3, None, entry
907, 4, White, entry
908, 1, White, entry
908, 2, Orange, entry
908, 3, None, entry
908, 4, White, entry
909, 1, White, entry
909, 2, Orange, entry
909, 3, None, entry
909, 4, White, entry
910, 1, White, entry
910, 2, Orange, entry
910, 3, None, entry
910, 4, White, entry
911, 1, White, entry
911, 2, Orange, entry
911, 3, None, entry
911, 4, White, entry
912, 1, White, entry
912, 2, Orange, entry
912, 3, None, entry
912, 4, White, entry
913, 1, White, entry
913, 2, Orange, entry
913, 3, None, entry
913, 4, White, entry
914, 1, White, entry
914, 2, Orange, entry
914, 3, None, entry
914, 4, White, entry
915, 1, White, entry
915, 2, Orange, entry
915, 3, None, entry
915, 4, White, entry
916, 1, White, entry
916, 2, Orange, entry
916, 3, None, entry
916, 4, White, entry
917, 1, White, entry
917, 2, Orange, entry
917, 3, None, entry
917, 4, White, entry
918, 1, White, entry
918, 2, Orange, entry
918, 3, None, entry
918, 4, White, entry
919, 1, White, entry
919, 2, Orange, entry
919, 3, None, entry
919, 4, White, entry
920, 1, White, entry
920, 2, Orange, entry
920, 3, None, entry
920, 4, White, entry
921, 1, White, entry
921, 2, Orange, entry
921, 3, None, entry
921, 4, White, entry
922, 1, White, entry
922, 2, Orange, entry
922, 3, None, entry
922, 4, White, entry
923, 1, White, entry
923, 2, Orange, entry
923, 3, None, entry
923, 4, White, entry
924, 1, White, entry
924, 2, Orange, entry
924, 3, None, entry
924, 4, White, entry
925, 1, White, entry
925, 2, Orange, entry
925, 3, None, entry
925, 4, White, entry
926, 1, White, entry
926, 2, Orange, entry
926, 3, None, entry
926, 4, White, entry
927, 1, White, entry
927, 2, Orange, entry
927, 3, None, entry
927, 4, White, entry
928, 1, White, entry
928, 2, Orange, entry
928, 3, None, entry
928, 4, White, entry
929, 1, White, entry
929, 2, Orange, entry
929, 3, None, entry
929, 4, White, entry
930, 1, White, entry
930, 2, Orange, entry
930, 3, None, entry
930, 4, White, entry
931, 1, White, entry
931, 2, Orange, entry
931, 3, None, entry
931, 4, White, entry
932, 1, White, entry
932, 2, Orange, entry
932, 3, None, entry
932, 4, White, entry
933, 1, White, entry
933, 2, Orange, entry
933, 3, None, entry
933, 4, White, entry
934, 1, White, entry
934, 2, Orange, entry
934, 3, None, entry
934, 4, White, entry
935, 1, White, entry
935, 2, Orange, entry
935, 3, None, entry
935, 4, White, entry
936, 1, White, entry
936, 2, Orange, entry
936, 3, None, entry
936, 4, White, entry
937, 1, White, entry
937, 2, Orange, entry
937, 3, None, entry
937, 4, White, entry
938, 1, White, entry
938, 2, Orange, entry
938, 3, None, entry
938, 4, White, entry
939, 1, White, entry
939, 2, Orange, entry
939, 3, None, entry
939, 4, White, entry
940, 1, White, entry
940, 2, Orange, entry
940, 3, None, entry
940, 4, White, entry
941, 1, White, entry
941, 2, Orange, entry
941, 3, None, entry
941, 4, White, entry
942, 1, White, entry
942, 2, Orange, entry
942, 3, None, entry
942, 4, White, entry
943, 1, White, entry
943, 2, Orange, entry
943, 3, None, entry
943, 4, White, entry
944, 1, White, entry
944, 2, Orange, entry
944, 3, None, entry
944, 4, White, entry
945, 1, White, entry
945, 2, Orange, entry
945, 3, None, entry
945, 4, White, entry
946, 1, White, entry
946, 2, Orange, entry
946, 3, None, entry
946, 4, White, entry
947, 1, White, entry
947, 2, Orange, entry
947, 3, None, entry
947, 4, White, entry
948, 1, White, entry
948, 2, Orange, entry
948, 3, None, entry
948, 4, White, entry
949, 1, White, entry
949, 2, Orange, entry
949, 3, None, entry
949, 4, White, entry
950, 1, White, entry
950, 2, Orange, entry
950, 3, None, entry
950, 4, White, entry
951, 1, White, entry
951, 2, Orange, entry
951, 3, None, entry
951, 4, White, entry
952, 1, White, entry
952, 2, Orange, entry
952, 3, None, entry
952, 4, White, entry
953, 1, White, entry
953, 2, Orange, entry
953, 3, None, entry
953, 4, White, entry
954, 1, White, entry
954, 2, Orange, entry
954, 3, None, entry
954, 4, White, entry
955, 1, White, entry
955, 2, Orange, entry
955, 3, None, entry
955, 4, White, entry
956, 1, White, entry
956, 2, Orange, entry
956, 3, None, entry
956, 4, White, entry
957, 1, White, entry
957, 2, Orange, entry
957, 3, None, entry
957, 4, White, entry
958, 1, White, entry
958, 2, Orange, entry
958, 3, None, entry
958, 4, White, entry
959, 1, White, entry
959, 2, Orange, entry
959, 3, None, entry
959, 4, White, entry
960, 1, White, entry
960, 2, Orange, entry
960, 3, None, entry
960, 4, White, entry
961, 1, White, entry
961, 2, Orange, entry
961, 3, None, entry
961, 4, White, entry
962, 1, White, entry
962, 2, Orange, entry
962, 3, None, entry
962, 4, White, entry
963, 1, White, entry
963, 2, Orange, entry
963, 3, None, entry
963, 4, White, entry
964, 1, White, entry
964, 2, Orange, entry
964, 3, None, entry
964, 4, White, entry
965, 1, White, entry
965, 2, Orange, entry
965, 3, None, entry
965, 4, White, entry
966, 1, White, entry
966, 2, Orange, entry
966, 3, None, entry
966, 4, White, entry
967, 1, White, entry
967, 2, Orange, entry
967, 3, None, entry
967, 4, White, entry
968, 1, White, entry
968, 2, Orange, entry
968, 3, None, entry
968, 4, White, entry
969, 1, White, entry
969, 2, Orange, entry
969, 3, None, entry
969, 4, White, entry
970, 1, White, entry
970, 2, Orange, entry
970, 3, None, entry
970, 4, White, entry
971, 1, White, entry
971, 2, Orange, entry
971, 3, None, entry
971, 4, White, entry
972, 1, White, entry
972, 2, Orange, entry
972, 3, None, entry
972, 4, White, entry
973, 1, White, entry
973, 2, Orange, entry
973, 3, None, entry
973, 4, White, entry
974, 1, White, entry
974, 2, Orange, entry
974, 3, None, entry
974, 4, White, entry
975, 1, White, entry
975, 2, Orange, entry
975, 3, None, entry
975, 4, White, entry
976, 1, White, entry
976, 2, Orange, entry
976, 3, None, entry
976, 4, White, entry
977, 1, White, entry
977, 2, Orange, entry
977, 3, None, entry
977, 4, White, entry
978, 1, White, entry
978, 2, Orange, entry
978, 3, None, entry
978, 4, White, entry
979, 1, White, entry
979, 2, Orange, entry
979, 3, None, entry
979, 4, White, entry
980, 1, White, entry
980, 2, Orange, entry
980, 3, None, entry
980, 4, White, entry
981, 1, White, entry
981, 2, Orange, entry
981, 3, None, entry
981, 4, White, entry
982, 1, White, entry
982, 2, Orange, entry
982, 3, None, entry
982, 4, White, entry
983, 1, White, entry
983, 2, Orange, entry
983, 3, None, entry
983, 4, White, entry
984, 1, White, entry
984, 2, Orange, entry
984, 3, None, entry
984, 4, White, entry
985, 1, White, entry
985, 2, Orange, entry
985, 3, None, entry
985, 4, White, entry
986, 1, White, entry
986, 2, Orange, entry
986, 3, None, entry
986, 4, White, entry
987, 1, White, entry
987, 2, Orange, entry
987, 3, None, entry
987, 4, White, entry
988, 1, White, entry
988, 2, Orange, entry
988, 3, None, entry
988, 4, White, entry
989, 1, White, entry
989, 2, Orange, entry
989, 3, None, entry
989, 4, White, entry
990, 1, White, entry
990, 2, Orange, entry
990, 3, None, entry
990, 4, White, entry
991, 1, White, entry
991, 2, Orange, entry
991, 3, None, entry
991, 4, White, entry
992, 1, Orange, exit
992, 2, Orange, entry
992, 3, None, entry
992, 4, White, entry
993, 1, Orange, entry
993, 2, Orange, entry
993, 3, None, entry
993, 4, White, entry
994, 1, Orange, entry
994, 2, Orange, entry
994, 3, None, entry
994, 4, White, entry
995, 1, Orange, entry
995, 2, Orange, entry
995, 3, None, entry
995, 4, White, entry
996, 1, Orange, entry
996, 2, Orange, entry
996, 3, None, entry
996, 4, White, entry
997, 1, White, exit
997, 2, Orange, entry
997, 3, White, exit
997, 4, White, entry
998, 1, White, entry
998, 2, Orange, entry
998, 3, White, entry
998, 4, White, entry
999, 1, White, entry
999, 2, Orange, entry
999, 3, White, entry
999, 4, White, entry
1000, 1, White, entry
1000, 2, Orange, entry
1000, 3, White, entry
1000, 4, White, entry
1001, 1, White, entry
1001, 2, Orange, entry
1001, 3, White, entry
1001, 4, White, entry
1002, 1, White, entry
1002, 2, Orange, entry
1002, 3, White, entry
1002, 4, White, entry
1003, 1, White, entry
1003, 2, Orange, entry
1003, 3, Yellow, exit
1003, 4, White, entry
1004, 1, White, entry
1004, 2, Orange, entry
1004, 3, White, exit
1004, 4, None, exit
1005, 1, Orange, exit
1005, 2, Orange, entry
1005, 3, White, entry
1005, 4, None, entry
1006, 1, Orange, entry
1006, 2, Orange, entry
1006, 3, White, entry
1006, 4, None, entry
1007, 1, Orange, entry
1007, 2, Orange, entry
1007, 3, White, entry
1007, 4, None, entry
1008, 1, White, exit
1008, 2, Orange, entry
1008, 3, White, entry
1008, 4, None, entry
1009, 1, White, entry
1009, 2, Orange, entry
1009, 3, White, entry
1009, 4, None, entry
1010, 1, White, entry
1010, 2, Orange, entry
1010, 3, White, entry
1010, 4, None, entry
1011, 1, White, entry
1011, 2, Orange, entry
1011, 3, White, entry
1011, 4, None, entry
1012, 1, White, entry
1012, 2, Orange, entry
1012, 3, White, entry
1012, 4, None, entry
1013, 1, White, entry
1013, 2, Orange, entry
1013, 3, White, entry
1013, 4, None, entry
1014, 1, White, entry
1014, 2, Orange, entry
1014, 3, White, entry
1014, 4, White, exit
1015, 1, White, entry
1015, 2, Orange, entry
1015, 3, White, entry
1015, 4, White, entry
1016, 1, White, entry
1016, 2, Orange, entry
1016, 3, White, entry
1016, 4, White, entry
1017, 1, White, entry
1017, 2, Orange, entry
1017, 3, White, entry
1017, 4, White, entry
1018, 1, White, entry
1018, 2, Orange, entry
1018, 3, White, entry
1018, 4, None, exit
1019, 1, White, entry
1019, 2, Orange, entry
1019, 3, White, entry
1019, 4, White, exit
1020, 1, White, entry
1020, 2, Orange, entry
1020, 3, White, entry
1020, 4, White, entry
1021, 1, White, entry
1021, 2, Orange, entry
1021, 3, White, entry
1021, 4, White, entry
1022, 1, White, entry
1022, 2, Orange, entry
1022, 3, Yellow, exit
1022, 4, White, entry
1023, 1, White, entry
1023, 2, Orange, entry
1023, 3, Yellow, entry
1023, 4, White, entry
1024, 1, White, entry
1024, 2, Orange, entry
1024, 3, Green, exit
1024, 4, White, entry
1025, 1, White, entry
1025, 2, Orange, entry
1025, 3, Green, entry
1025, 4, White, entry
1026, 1, White, entry
1026, 2, Orange, entry
1026, 3, Green, entry
1026, 4, White, entry
1027, 1, White, entry
1027, 2, Orange, entry
1027, 3, Green, entry
1027, 4, None, exit
1028, 1, White, entry
1028, 2, Orange, entry
1028, 3, Green, entry
1028, 4, None, entry
1029, 1, White, entry
1029, 2, Orange, entry
1029, 3, Green, entry
1029, 4, None, entry
1030, 1, White, entry
1030, 2, Orange, entry
1030, 3, Yellow, exit
1030, 4, None, entry
1031, 1, White, entry
1031, 2, Orange, entry
1031, 3, Yellow, entry
1031, 4, White, exit
1032, 1, White, entry
1032, 2, Orange, entry
1032, 3, Yellow, entry
1032, 4, None, exit
1033, 1, White, entry
1033, 2, Orange, entry
1033, 3, Yellow, entry
1033, 4, None, entry
1034, 1, White, entry
1034, 2, Orange, entry
1034, 3, Yellow, entry
1034, 4, White, exit
1035, 1, White, entry
1035, 2, Orange, entry
1035, 3, Yellow, entry
1035, 4, White, entry
1036, 1, White, entry
1036, 2, Orange, entry
1036, 3, Yellow, entry
1036, 4, White, entry
1037, 1, White, entry
1037, 2, Orange, entry
1037, 3, Yellow, entry
1037, 4, White, entry
1038, 1, White, entry
1038, 2, Orange, entry
1038, 3, Yellow, entry
1038, 4, White, entry
1039, 1, White, entry
1039, 2, Orange, entry
1039, 3, Yellow, entry
1039, 4, White, entry
1040, 1, White, entry
1040, 2, Orange, entry
1040, 3, Yellow, entry
1040, 4, White, entry
1041, 1, White, entry
1041, 2, Orange, entry
1041, 3, Yellow, entry
1041, 4, White, entry
1042, 1, White, entry
1042, 2, Orange, entry
1042, 3, Yellow, entry
1042, 4, White, entry
1043, 1, White, entry
1043, 2, Orange, entry
1043, 3, Yellow, entry
1043, 4, White, entry
1044, 1, White, entry
1044, 2, Orange, entry
1044, 3, Yellow, entry
1044, 4, White, entry
1045, 1, White, entry
1045, 2, Orange, entry
1045, 3, Yellow, entry
1045, 4, White, entry
1046, 1, White, entry
1046, 2, Orange, entry
1046, 3, Yellow, entry
1046, 4, White, entry
1047, 1, White, entry
1047, 2, Orange, entry
1047, 3, Yellow, entry
1047, 4, White, entry
1048, 1, White, entry
1048, 2, Orange, entry
1048, 3, Yellow, entry
1048, 4, White, entry
1049, 1, White, entry
1049, 2, Orange, entry
1049, 3, Yellow, entry
1049, 4, White, entry
1050, 1, White, entry
1050, 2, Orange, entry
1050, 3, Yellow, entry
1050, 4, White, entry
1051, 1, White, entry
1051, 2, Orange, entry
1051, 3, Yellow, entry
1051, 4, White, entry
1052, 1, White, entry
1052, 2, Orange, entry
1052, 3, Yellow, entry
1052, 4, White, entry
1053, 1, White, entry
1053, 2, Orange, entry
1053, 3, Yellow, entry
1053, 4, White, entry
1054, 1, White, entry
1054, 2, Orange, entry
1054, 3, Yellow, entry
1054, 4, White, entry
1055, 1, White, entry
1055, 2, Orange, entry
1055, 3, Yellow, entry
1055, 4, White, entry
1056, 1, White, entry
1056, 2, Orange, entry
1056, 3, Yellow, entry
1056, 4, White, entry
1057, 1, White, entry
1057, 2, Orange, entry
1057, 3, Yellow, entry
1057, 4, White, entry
1058, 1, White, entry
1058, 2, Orange, entry
1058, 3, Yellow, entry
1058, 4, White, entry
1059, 1, White, entry
1059, 2, Orange, entry
1059, 3, Yellow, entry
1059, 4, White, entry
1060, 1, White, entry
1060, 2, Orange, entry
1060, 3, Yellow, entry
1060, 4, White, entry
1061, 1, White, entry
1061, 2, Orange, entry
1061, 3, Yellow, entry
1061, 4, White, entry
1062, 1, White, entry
1062, 2, Orange, entry
1062, 3, Yellow, entry
1062, 4, White, entry
1063, 1, White, entry
1063, 2, Orange, entry
1063, 3, Yellow, entry
1063, 4, White, entry
1064, 1, White, entry
1064, 2, Orange, entry
1064, 3, Yellow, entry
1064, 4, White, entry
1065, 1, White, entry
1065, 2, Orange, entry
1065, 3, Yellow, entry
1065, 4, White, entry
1066, 1, White, entry
1066, 2, Orange, entry
1066, 3, Yellow, entry
1066, 4, White, entry
1067, 1, White, entry
1067, 2, Orange, entry
1067, 3, Yellow, entry
1067, 4, White, entry
1068, 1, White, entry
1068, 2, Orange, entry
1068, 3, Yellow, entry
1068, 4, White, entry
1069, 1, White, entry
1069, 2, Orange, entry
1069, 3, Yellow, entry
1069, 4, White, entry
1070, 1, White, entry
1070, 2, Orange, entry
1070, 3, Yellow, entry
1070, 4, White, entry
1071, 1, White, entry
1071, 2, Orange, entry
1071, 3, Yellow, entry
1071, 4, White, entry
1072, 1, White, entry
1072, 2, Orange, entry
1072, 3, Yellow, entry
1072, 4, White, entry
1073, 1, White, entry
1073, 2, Orange, entry
1073, 3, Yellow, entry
1073, 4, White, entry
1074, 1, White, entry
1074, 2, Orange, entry
1074, 3, Yellow, entry
1074, 4, White, entry
1075, 1, White, entry
1075, 2, Orange, entry
